Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic,Lean fish,Veal,Shellfish,Spicy food,Beef,Aperitif,Mild and soft cheese,Poultry,"Rich fish (salmon, tuna etc)",Cured Meat,Pasta,Pork,Lamb,Mushrooms,Appetizers and snacks,"Game (deer, venison)",Vegetarian,Mature and hard cheese,Goat cheese,Fruity desserts
Douro Red 2017,3.9,1469,38.99,Portugal / Duriense / Douro,Quinta de La Rosa,Portuguese Douro Red,14.0,"Gouveio, Rabigato, Viosinho, Roupeiro, Malvasia Fina","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",80.22,56.04,13.39,45.9,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Lote 3 Tinto 2017,3.9,757,17.99,Portugal / Beiras / Dão,M.O.B,Portuguese Dão Red,13.5,"Jaen, Touriga Nacional","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",59.91,52.89,8.25,57.19,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Alicante Bouschet 2018,4.2,381,23.99,Portugal / Alentejano,Herdade do Rocim,Southern Portugal Red,14.5,100 Alicante Bouschet,"['Beef', 'Pasta', 'Veal', 'Poultry']",71.41,45.49,12.12,43.44,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Crasto Branco 2018,3.8,604,25.67,Portugal / Duriense / Douro,Quinta do Crasto,Northern Portugal White,12.0,100 Viosinho,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",42.0,46.29526972,4.0,62.65,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Dory Reserva Tinto 2016,3.9,636,16.99,Portugal / Lisboa,AdegaMãe,Southern Portugal Red,13.5,"Merlot, Cabernet Sauvignon, Petit Verdot, Touriga Nacional","['Beef', 'Pasta', 'Veal', 'Poultry']",65.55,43.19,20.82,42.92,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Granit Alvarinho 2018,4.1,998,28.0,Portugal / Minho / Vinho Verde / Monção e Melgaço,Soalheiro,Portuguese Vinho Verde White,12.5,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",17.93,46.29526972,4.82,76.09,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Alvarinho 2018,3.9,564,14.99,Portugal / Minho,Nortico,Northern Portugal White,12.5,100 Albariño,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.51,46.29526972,0.98,69.74,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Vinho Verde Quinta da Aveleda 2020,3.8,67,12.99,Portugal / Minho / Vinho Verde,Aveleda,Portuguese Vinho Verde White,11.0,Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",6.15,46.29526972,9.05,77.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Portal da Calçada Reserva Vinho Verde 2020,3.8,420,15.99,Portugal / Minho / Vinho Verde,Salvador,Portuguese Vinho Verde White,11.5,100 Trajadura,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",10.5,46.29526972,3.07,75.91,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Reserva Tinto 2019,3.9,29,18.17,Portugal / Beiras / Beira Interior,Beyra,Northern Portugal Red,13.5,"Tempranillo, Mencia","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",77.71,55.44,12.42,39.98,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Tinto 2016,3.8,1053,15.99,Portugal / Alentejano,Dona Maria,Southern Portugal Red,14.0,100 Tempranillo,"['Beef', 'Pasta', 'Veal', 'Poultry']",65.39,42.84,10.64,42.84,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Reserva Douro 2016,4.2,281,37.95,Portugal / Duriense / Douro,Quinta dos Murças,Portuguese Douro Red,13.5,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinta Amarela, Souzao","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",79.76,55.52,10.0,43.97,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Reserva Alvarinho 2019,3.8,64,23.99,Portugal / Minho / Vinho Verde / Monção e Melgaço,Quinta de Santiago,Portuguese Vinho Verde White,13.0,Alvarinho,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",24.64,46.29526972,14.35,67.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Alvarinho 2021,4.1,178,14.99,Portugal / Minho,Nortico,Northern Portugal White,12.5,100 Albariño,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.51,46.29526972,0.98,69.74,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Sino da Romaneira Tinto 2018,4.0,140,26.67,Portugal / Duriense / Douro,Quinta da Romaneira,Portuguese Douro Red,13.5,"Gouveio, Malvasia Fina","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",72.41,48.14,19.75,37.49,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Maria Mansa Douro Tinto 2018,3.9,759,18.33,Portugal / Duriense / Douro,Quinta do Noval,Portuguese Douro Red,13.5,"Gouveio, Viosinho, Malvasia Fina","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",71.17,50.23,15.99,38.81,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Lagar de Baixo Baga 2018,4.0,456,24.75,Portugal / Beiras / Bairrada,Quinta de Baixo,Northern Portugal Red,12.5,100 Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.59,57.21,4.56,51.48,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Touriga Nacional 2011,4.2,392,34.99,Portugal / Beiras / Dão,Lemos,Portuguese Dão Red,14.0,Touriga Nacional,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",68.66,58.88,11.45,58.79,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Beiras Vinhas Velhas Branco 2019,4.0,564,18.24,Portugal / Beiras,Luis Pato,Northern Portugal White,12.5,Sercialinho,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.97,46.29526972,10.61,61.16,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Reserva 2019,3.9,769,14.99,Portugal / Duriense / Douro,Castello d'Alba,Portuguese Douro Red,14.0,Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",72.43,50.0,15.62,44.48,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Touriga Nacional 2018,4.1,150,21.5,Portugal / Duriense / Douro,Quinta de Ventozelo,Portuguese Douro Red,14.0,100 Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",78.94,53.24,29.33,42.93,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Prazo de Roriz Douro 2018,3.9,701,25.99,Portugal / Duriense / Douro,Prats & Symington (P+S),Portuguese Douro Red,14.0,Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",80.86,57.25,10.69,44.57,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Muros Antigos Alvarinho 2020,3.9,544,19.0,Portugal / Minho / Vinho Verde / Monção e Melgaço,Anselmo Mendes,Portuguese Vinho Verde White,12.5,100 Alvarinho,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",13.75,46.29526972,3.09,75.69,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Reserva Quartz Branco 2020,4.0,134,15.99,Portugal / Beiras / Beira Interior,Beyra,Northern Portugal White,13.0,"Síria, Fonte Cal","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",45.72,46.29526972,5.76,62.17,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Nat Cool 2017,3.9,479,22.0,Portugal / Beiras / Bairrada,Niepoort,Northern Portugal Red,13.0,Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",70.65,56.89,4.3,52.38,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Coelheiros Red 2018,4.0,413,21.0,Portugal / Alentejano / Alentejo,Herdade de Coelheiros,Portuguese Alentejo Red,14.0,"50 Alicante Bouschet, 50 Touriga Nacional","['Beef', 'Lamb', 'Veal', 'Poultry']",62.67,42.36,18.25,40.82,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Melissae 2018,4.1,80,22.24,Portugal / Minho / Vinho Verde,Aphros,Portuguese Vinho Verde White,11.0,Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",16.82,46.29526972,10.84,75.53,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Sidónio de Sousa Reserva Tinto 2016,3.8,81,14.49,Portugal / Beiras / Bairrada,Dulcinea Santos Ferreira,Northern Portugal Red,13.0,100 Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",80.39,58.44,3.81,47.54,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Douro 2016,4.0,113,19.17,Portugal / Duriense / Douro,Quinta do Infantado,Portuguese Douro Red,14.0,"Touriga Nacional, Touriga Franca, Tinta Roriz","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.01,58.23,13.16,47.75,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Torre de Vila Nova Vinho Verde 2020,3.9,348,14.0,Portugal / Minho / Vinho Verde,Casa de Vila Nova,Portuguese Vinho Verde White,11.5,100 Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",6.59,46.29526972,2.63,76.55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Reserva Tinto 2017,3.8,257,25.99,Portugal / Alentejano,Vila Santa,Southern Portugal Red,14.0,"Shiraz/Syrah, Cabernet Sauvignon, Alicante Bouschet, Touriga Nacional, Aragonez","['Beef', 'Pasta', 'Veal', 'Poultry']",69.96,42.76,13.67,43.92,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Reserva Douro 2015,4.3,892,51.0,Portugal / Duriense / Douro,Quinta dos Murças,Portuguese Douro Red,14.5,"Tinta Amarela, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",79.76,55.52,9.99,43.97,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Minas 2017,4.0,1091,26.08,Portugal / Duriense / Douro,Quinta dos Murças,Portuguese Douro Red,13.5,"Tinta Francisca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",75.15,54.64,10.45,44.44,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Muralhas de Monção Vinho Verde Branco 2020,3.9,1314,14.99,Portugal / Minho / Vinho Verde,Adega de Monção,Portuguese Vinho Verde White,12.5,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",10.32,46.29526972,3.47,74.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Granit Alvarinho 2019,4.1,1024,25.49,Portugal / Minho / Vinho Verde / Monção e Melgaço,Soalheiro,Portuguese Vinho Verde White,13.0,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",17.93,46.29526972,4.82,76.09,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Branco (Loureiro) 2019,3.8,796,19.99,Portugal / Minho / Vinho Verde,Quinta do Ameal,Portuguese Vinho Verde White,11.5,100 Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",28.25,46.29526972,1.2,71.22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Muralhas de Monção Vinho Verde Branco 2019,3.8,1291,10.99,Portugal / Minho / Vinho Verde,Adega de Monção,Portuguese Vinho Verde White,12.5,"Trajadura, Alvarinho","['Shellfish', 'Vegetarian', 'Appetizers and snacks']",10.32,46.29526972,3.47,74.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Estates Douro 2012,3.8,1296,13.95,Portugal / Duriense / Douro,Churchill's,Portuguese Douro Red,13.5,100 Cabernet Sauvignon,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.98,55.19,15.71,43.59,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Pomar do Espírito Santo 2016,4.0,869,16.99,Portugal / Lisboa,Manz,Southern Portugal Red,14.0,"Touriga Nacional, Aragonez, Castelao","['Beef', 'Pasta', 'Veal', 'Poultry']",58.86,42.68,10.35,41.44,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Colheita Branco 2019,3.8,873,14.99,Portugal / Alentejano / Alentejo,Esporão,Southern Portugal White,14.0,Albariño,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",47.68,46.29526972,16.05,38.05,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Nat Cool 2019,4.0,1200,23.0,Portugal / Beiras / Bairrada,Niepoort,Northern Portugal Red,12.0,100 Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",70.65,56.89,4.3,52.38,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Pombal do Vesuvio Douro 2017,3.9,1583,36.99,Portugal / Duriense / Douro,Quinta do Vesuvio,Portuguese Douro Red,14.5,"Touriga Nacional, Touriga Franca, Tinta Amarela","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",76.2,52.9,13.77,42.58,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Dona Ermelinda Reserva Palmela 2019,4.1,1012,12.99,Portugal / Península de Setúbal / Palmela,Casa Ermelinda Freitas,Southern Portugal Red,14.5,"Castelao, Trincadeira, Cabernet Sauvignon, Touriga Nacional","['Beef', 'Pasta', 'Veal', 'Poultry']",64.28,42.25,17.41,38.69,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Xisto Ilimitado 2018,3.8,1022,28.0,Portugal / Duriense / Douro,Luis Seabra,Portuguese Douro Red,12.0,"Rabigato, Viosinho, Godello","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",74.66,57.59,8.52,50.48,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Beiras Vinhas Velhas Branco 2020,4.0,346,17.99,Portugal / Beiras,Luis Pato,Northern Portugal White,12.5,100 Sercialinho,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.97,46.29526972,10.61,61.16,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Beiras Vinhas Velhas Tinto 2015,3.8,359,32.99,Portugal / Beiras,Luis Pato,Northern Portugal Red,13.0,Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",80.48,59.22,7.84,47.67,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Pombal do Vesuvio Douro 2018,4.2,1268,36.99,Portugal / Duriense / Douro,Quinta do Vesuvio,Portuguese Douro Red,14.5,"Touriga Nacional, Touriga Franca, Tinta Amarela","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",76.2,52.9,13.77,42.58,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Douro Manoella Branco 2019,3.8,227,26.99,Portugal / Duriense / Douro,Wine & Soul,Northern Portugal White,12.0,"Gouveio, Rabigato, Viosinho","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.55,46.29526972,3.07,60.43,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Amphora Tinto 2019,3.9,228,16.99,Portugal / Alentejano / Alentejo,Herdade do Rocim,Portuguese Alentejo Red,12.0,"Antão Vaz, Perrum","['Beef', 'Lamb', 'Veal', 'Poultry']",67.05,37.56,13.45,39.5,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Douro Redoma Branco 2020,4.2,580,31.12,Portugal / Duriense / Douro,Niepoort,Northern Portugal White,12.0,100 Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.76,46.29526972,4.8,63.5,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Estates Douro 2014,3.8,1164,36.0,Portugal / Duriense / Douro,Churchill's,Portuguese Douro Red,13.5,"Touriga Nacional, Touriga Franca, Tinta Roriz","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.98,55.19,15.71,43.59,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Loureiro 2021,3.9,64,16.99,Portugal / Minho / Vinho Verde,Aphros,Portuguese Vinho Verde White,11.0,100 Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",9.16,46.29526972,2.33,79.11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Esporão Reserva Branco 2021,4.2,366,18.45,Portugal / Alentejano / Alentejo,Esporão,Southern Portugal White,14.0,"Arinto de Bucelas, Roupeiro, Antão Vaz","['Pasta', 'Pork', 'Shellfish', 'Lean fish']",52.68,46.29526972,12.02,32.47,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Solos de Granito Alvarinho 2019,3.9,75,25.0,Portugal / Minho,Aveleda,Northern Portugal White,13.0,100 Alvarinho,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.07,46.29526972,2.88,64.47,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Douro Duas Quintas Branco 2019,4.0,778,15.99,Portugal / Duriense / Douro,Ramos Pinto,Northern Portugal White,13.5,"Rabigato, Viosinho","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",47.85,46.29526972,8.86,60.43,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Douro Red 2018,3.8,780,18.99,Portugal / Duriense / Douro,Quinta de La Rosa,Portuguese Douro Red,13.5,"Gouveio, Rabigato, Viosinho, Roupeiro, Malvasia Fina","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",80.22,56.04,13.39,45.9,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Arinto - Chardonnay Reserva 2019,3.9,434,12.0,Portugal / Tejo,Quinta da Alorna,Southern Portugal White,13.0,"Chardonnay, Arinto de Bucelas","['Pasta', 'Pork', 'Shellfish', 'Lean fish']",46.5,46.29526972,12.17,38.44,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
DNMC - Dinamico Branco 2020,3.8,132,16.97,Portugal / Beiras / Bairrada,Filipa Pato,Northern Portugal White,11.5,"Arinto de Bucelas, Bical","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",38.75,46.29526972,1.42,66.1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Crasto Superior Branco 2018,3.9,343,33.5,Portugal / Duriense / Douro,Quinta do Crasto,Northern Portugal White,12.5,"Verdelho, Viosinho","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",47.65,46.29526972,5.74,63.98,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Duas Quintas Tinto 2016,4.0,1526,17.99,Portugal / Duriense / Douro,Ramos Pinto,Portuguese Douro Red,13.0,100 Tempranillo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",79.09,54.84,10.86,43.76,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Phaunus Loureiro 2020,3.9,288,26.99,Portugal / Minho / Vinho Verde,Aphros,Portuguese Vinho Verde White,11.0,100 Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",11.6,46.29526972,1.78,76.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Douro Reserva Red 2017,4.1,959,32.0,Portugal / Duriense / Douro,Quinta do Portal,Portuguese Douro Red,14.5,"45 Touriga Nacional, 40 Tinta Roriz, 15 Touriga Franca","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",81.49,57.02,10.78,43.71,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Touriga Nacional 2019,4.0,260,17.0,Portugal / Alentejano / Alentejo,Herdade do Rocim,Southern Portugal Red,14.5,100 Touriga Nacional,"['Beef', 'Pasta', 'Veal', 'Poultry']",70.64,44.77,14.29,43.28,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Lagar de Baixo Baga 2016,3.8,247,26.0,Portugal / Beiras / Bairrada,Quinta de Baixo,Northern Portugal Red,11.0,100 Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.59,57.21,4.56,51.48,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Allo Alvarinho - Loureiro 2020,3.9,1191,13.33,Portugal / Minho / Vinho Verde / Monção e Melgaço,Soalheiro,Portuguese Vinho Verde White,11.5,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",10.1,46.29526972,4.27,74.32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Tinto 2015,3.8,1237,19.25,Portugal / Alentejano,Dona Maria,Southern Portugal Red,14.0,Cabernet Sauvignon,"['Beef', 'Pasta', 'Veal', 'Poultry']",65.39,42.84,10.64,42.84,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Xisto Ilimitado Branco 2020,4.0,413,27.99,Portugal / Duriense / Douro,Luis Seabra,Northern Portugal White,12.5,100 Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",48.29,46.29526972,4.65,64.87,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Alvarinho 2016,3.9,233,26.14,Portugal / Minho,Conde Villar,Northern Portugal White,13.0,100 Albariño,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.24,46.29526972,6.4,52.51,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Assobio Douro Branco 2020,3.8,226,14.99,Portugal / Duriense / Douro,Esporão,Northern Portugal White,14.0,"Codega de Larinho, Verdelho, Gouveio, Rabigato, Viosinho","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.21,46.29526972,10.21,60.71,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Crasto Superior Branco 2017,4.0,549,35.0,Portugal / Duriense / Douro,Quinta do Crasto,Northern Portugal White,13.5,"60 Viosinho, 40 Verdejo","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",47.65,46.29526972,5.74,63.98,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Baga Reserva 2017,4.0,636,14.99,Portugal / Beiras / Bairrada,Marquês de Marialva,Northern Portugal Red,13.5,Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.48,51.66,17.39,43.59,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Curtimenta Alvarinho 2019,4.3,67,34.97,Portugal / Minho / Vinho Verde / Monção e Melgaço,Anselmo Mendes,Portuguese Vinho Verde White,13.0,100 Alvarinho,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",24.82,46.29526972,6.02,73.44,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Granit Alvarinho 2020,4.1,823,28.0,Portugal / Minho / Vinho Verde / Monção e Melgaço,Soalheiro,Portuguese Vinho Verde White,12.5,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",17.93,46.29526972,4.82,76.09,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Reserva Tinto Blend 2015,3.9,1375,11.09,Portugal / Alentejano,Ciconia,Southern Portugal Red,13.0,"Aragonez, Trincadeira, Touriga Nacional","['Beef', 'Pasta', 'Veal', 'Poultry']",67.55,42.03,17.41,43.14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Vinhas Velhas 2018,4.2,109,27.0,Portugal / Beiras / Dão,Antonio Madeira,Portuguese Dão Red,13.5,Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",63.39,57.16,8.91,66.58,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Xisto Ilimitado Branco 2018,3.9,367,27.0,Portugal / Duriense / Douro,Luis Seabra,Northern Portugal White,12.5,100 Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",48.29,46.29526972,4.65,64.87,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Alentejano Branco 2018,3.9,650,19.15,Portugal / Alentejano,Herdade dos Grous,Southern Portugal White,13.0,Petit Manseng,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",46.15,46.29526972,11.36,32.38,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Jaen 2014,3.8,49,14.99,Portugal / Beiras / Dão,Casa Américo,Portuguese Dão Red,13.0,100 Jaen,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",61.15,50.73,1.2,61.39,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Douro Tinta Barroca 2020,3.8,56,32.0,Portugal / Duriense / Douro,Muxagat,Northern Portugal Red,13.5,Tinta Barroca,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",70.96,54.89,5.09,53.2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
Alentejano Branco 2019,3.9,252,23.49,Portugal / Alentejano / Alentejo,Fitapreta,Southern Portugal White,12.5,"Arinto de Bucelas, Roupeiro, Antão Vaz","['Pasta', 'Pork', 'Shellfish', 'Lean fish']",44.8,46.29526972,6.61,38.08,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Pombal do Vesuvio Douro 2015,4.0,986,26.95,Portugal / Duriense / Douro,Quinta do Vesuvio,Portuguese Douro Red,13.5,"Touriga Nacional, Touriga Franca, Tinta Amarela","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",76.2,52.9,13.77,42.58,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Encruzado 2018,3.8,78,23.0,Portugal / Beiras / Dão,Mariposa,Northern Portugal White,13.5,100 Encruzado,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",46.36,46.29526972,9.05,67.97,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
